rank	taxid	taxon	taxonomy_rank	taxonomy_standard	D	P	C	O	F	G	taxon_taxid
G	3711	Acinetobacter	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pseudomonadales;F__Moraxellaceae;G__Acinetobacter	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter (taxid 3711)
F	3718	Pseudomonadaceae	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pseudomonadales;F__Pseudomonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae		Pseudomonadaceae (taxid 3718)
G	3723	Pseudomonas	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pseudomonadales;F__Pseudomonadaceae;G__Pseudomonas	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas (taxid 3723)
O	3775	Vibrionales	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Vibrionales	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;;	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales			Vibrionales (taxid 3775)
F	3776	Vibrionaceae	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Vibrionales;F__Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae		Vibrionaceae (taxid 3776)
G	3783	Vibrio	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Vibrionales;F__Vibrionaceae;G__Vibrio	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio (taxid 3783)
O	3688	Pasteurellales	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pasteurellales	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;;	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales			Pasteurellales (taxid 3688)
F	3689	Pasteurellaceae	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pasteurellales;F__Pasteurellaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae		Pasteurellaceae (taxid 3689)
G	26797	Rodentibacter	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pasteurellales;F__Pasteurellaceae;G__Rodentibacter	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Rodentibacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Rodentibacter	Rodentibacter (taxid 26797)
G	3698	Haemophilus	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pasteurellales;F__Pasteurellaceae;G__Haemophilus	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus (taxid 3698)
G	3708	uncultured	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pasteurellales;F__Pasteurellaceae;G__uncultured	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	uncultured	uncultured (taxid 3708)
G	3690	Actinobacillus	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pasteurellales;F__Pasteurellaceae;G__Actinobacillus	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus (taxid 3690)
O	3786	Xanthomonadales	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;;	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales			Xanthomonadales (taxid 3786)
F	3799	Xanthomonadaceae	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae		Xanthomonadaceae (taxid 3799)
G	3818	Stenotrophomonas	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae;G__Stenotrophomonas	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas (taxid 3818)
G	3820	Thermomonas	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae;G__Thermomonas	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Thermomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonas (taxid 3820)
G	3824	uncultured	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae;G__uncultured	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;uncultured	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	uncultured	uncultured (taxid 3824)
O	3333	Alteromonadales	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Alteromonadales	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;;	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales			Alteromonadales (taxid 3333)
F	3392	Pseudoalteromonadaceae	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Alteromonadales;F__Pseudoalteromonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae		Pseudoalteromonadaceae (taxid 3392)
G	3394	Pseudoalteromonas	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Alteromonadales;F__Pseudoalteromonadaceae;G__Pseudoalteromonas	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas (taxid 3394)
F	3334	Alteromonadaceae	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Alteromonadales;F__Alteromonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae		Alteromonadaceae (taxid 3334)
G	26307	Rheinheimera	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Alteromonadales;F__Alteromonadaceae;G__Rheinheimera	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	Rheinheimera (taxid 26307)
O	3552	Legionellales	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Legionellales	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;;	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales			Legionellales (taxid 3552)
F	3559	Legionellaceae	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Legionellales;F__Legionellaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae		Legionellaceae (taxid 3559)
G	3560	Legionella	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Legionellales;F__Legionellaceae;G__Legionella	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella (taxid 3560)
O	26681	JG36-GS-52	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__JG36-GS-52	Bacteria;Proteobacteria;Gammaproteobacteria;JG36-GS-52;;	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-GS-52			JG36-GS-52 (taxid 26681)
O	26686	MBMPE27	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__MBMPE27	Bacteria;Proteobacteria;Gammaproteobacteria;MBMPE27;;	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27			MBMPE27 (taxid 26686)
O	3728	Salinisphaerales	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Salinisphaerales	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;;	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales			Salinisphaerales (taxid 3728)
F	26815	Solimonadaceae	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Salinisphaerales;F__Solimonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae		Solimonadaceae (taxid 26815)
G	26819	Nevskia	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Salinisphaerales;F__Solimonadaceae;G__Nevskia	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;Nevskia	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Nevskia	Nevskia (taxid 26819)
O	3593	Oceanospirillales	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;;	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales			Oceanospirillales (taxid 3593)
F	3610	Halomonadaceae	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Halomonadaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae		Halomonadaceae (taxid 3610)
G	3616	Halomonas	R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Halomonadaceae;G__Halomonas	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas (taxid 3616)
C	2379	Alphaproteobacteria	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria	Bacteria;Proteobacteria;Alphaproteobacteria;;;	Bacteria	Proteobacteria	Alphaproteobacteria				Alphaproteobacteria (taxid 2379)
O	2667	Rhodospirillales	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodospirillales	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;;	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales			Rhodospirillales (taxid 2667)
F	26198	uncultured	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodospirillales;F__uncultured	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;uncultured;	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured		uncultured (taxid 26198)
O	2386	Caulobacterales	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Caulobacterales	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;;	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales			Caulobacterales (taxid 2386)
F	2387	Caulobacteraceae	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Caulobacterales;F__Caulobacteraceae	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		Caulobacteraceae (taxid 2387)
G	2390	Brevundimonas	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Caulobacterales;F__Caulobacteraceae;G__Brevundimonas	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas (taxid 2390)
O	2421	Rhizobiales	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			Rhizobiales (taxid 2421)
F	2435	Beijerinckiaceae	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Beijerinckiaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		Beijerinckiaceae (taxid 2435)
G	46157	Methylobacterium-Methylorubrum	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Beijerinckiaceae;G__Methylobacterium-Methylorubrum	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	Methylobacterium-Methylorubrum (taxid 46157)
O	2557	Rhodobacterales	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodobacterales	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;;	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales			Rhodobacterales (taxid 2557)
F	2558	Rhodobacteraceae	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodobacterales;F__Rhodobacteraceae	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Rhodobacteraceae (taxid 2558)
O	26009	Paracaedibacterales	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Paracaedibacterales	Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;;	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales			Paracaedibacterales (taxid 26009)
F	26010	Paracaedibacteraceae	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Paracaedibacterales;F__Paracaedibacteraceae	Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae		Paracaedibacteraceae (taxid 26010)
G	26015	uncultured	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Paracaedibacterales;F__Paracaedibacteraceae;G__uncultured	Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	uncultured (taxid 26015)
O	2823	Sphingomonadales	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Sphingomonadales	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;;	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales			Sphingomonadales (taxid 2823)
F	2844	Sphingomonadaceae	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Sphingomonadales;F__Sphingomonadaceae	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		Sphingomonadaceae (taxid 2844)
G	2852	Sphingomonas	R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Sphingomonadales;F__Sphingomonadaceae;G__Sphingomonas	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas (taxid 2852)
P	44898	Desulfobacterota	R__root;D__Bacteria;P__Desulfobacterota	Bacteria;Desulfobacterota;;;;	Bacteria	Desulfobacterota					Desulfobacterota (taxid 44898)
C	44985	Desulfovibrionia	R__root;D__Bacteria;P__Desulfobacterota;C__Desulfovibrionia	Bacteria;Desulfobacterota;Desulfovibrionia;;;	Bacteria	Desulfobacterota	Desulfovibrionia				Desulfovibrionia (taxid 44985)
O	44986	Desulfovibrionales	R__root;D__Bacteria;P__Desulfobacterota;C__Desulfovibrionia;O__Desulfovibrionales	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;;	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales			Desulfovibrionales (taxid 44986)
F	45002	Desulfovibrionaceae	R__root;D__Bacteria;P__Desulfobacterota;C__Desulfovibrionia;O__Desulfovibrionales;F__Desulfovibrionaceae	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae		Desulfovibrionaceae (taxid 45002)
G	45010	uncultured	R__root;D__Bacteria;P__Desulfobacterota;C__Desulfovibrionia;O__Desulfovibrionales;F__Desulfovibrionaceae;G__uncultured	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;uncultured	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	uncultured	uncultured (taxid 45010)
G	45006	Desulfovibrio	R__root;D__Bacteria;P__Desulfobacterota;C__Desulfovibrionia;O__Desulfovibrionales;F__Desulfovibrionaceae;G__Desulfovibrio	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio (taxid 45006)
G	45003	Bilophila	R__root;D__Bacteria;P__Desulfobacterota;C__Desulfovibrionia;O__Desulfovibrionales;F__Desulfovibrionaceae;G__Bilophila	Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila (taxid 45003)
P	43279	Actinobacteriota	R__root;D__Bacteria;P__Actinobacteriota	Bacteria;Actinobacteriota;;;;	Bacteria	Actinobacteriota					Actinobacteriota (taxid 43279)
C	43762	Coriobacteriia	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia	Bacteria;Actinobacteriota;Coriobacteriia;;;	Bacteria	Actinobacteriota	Coriobacteriia				Coriobacteriia (taxid 43762)
O	43764	Coriobacteriales	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia;O__Coriobacteriales	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;;	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales			Coriobacteriales (taxid 43764)
F	43780	Eggerthellaceae	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia;O__Coriobacteriales;F__Eggerthellaceae	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae		Eggerthellaceae (taxid 43780)
G	43788	Enterorhabdus	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia;O__Coriobacteriales;F__Eggerthellaceae;G__Enterorhabdus	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	Enterorhabdus (taxid 43788)
G	43795	uncultured	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia;O__Coriobacteriales;F__Eggerthellaceae;G__uncultured	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;uncultured	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	uncultured	uncultured (taxid 43795)
G	43785	DNF00809	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia;O__Coriobacteriales;F__Eggerthellaceae;G__DNF00809	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;DNF00809	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	DNF00809	DNF00809 (taxid 43785)
G	43792	Parvibacter	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia;O__Coriobacteriales;F__Eggerthellaceae;G__Parvibacter	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Parvibacter	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Parvibacter	Parvibacter (taxid 43792)
F	43765	Atopobiaceae	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia;O__Coriobacteriales;F__Atopobiaceae	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae		Atopobiaceae (taxid 43765)
G	43767	Coriobacteriaceae UCG-002	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia;O__Coriobacteriales;F__Atopobiaceae;G__Coriobacteriaceae UCG-002	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Coriobacteriaceae UCG-002	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Coriobacteriaceae UCG-002	Coriobacteriaceae UCG-002 (taxid 43767)
G	43766	Atopobium	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia;O__Coriobacteriales;F__Atopobiaceae;G__Atopobium	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium (taxid 43766)
F	43796	uncultured	R__root;D__Bacteria;P__Actinobacteriota;C__Coriobacteriia;O__Coriobacteriales;F__uncultured	Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;uncultured;	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	uncultured		uncultured (taxid 43796)
C	43309	Actinobacteria	R__root;D__Bacteria;P__Actinobacteriota;C__Actinobacteria	Bacteria;Actinobacteriota;Actinobacteria;;;	Bacteria	Actinobacteriota	Actinobacteria				Actinobacteria (taxid 43309)
O	43342	Corynebacteriales	R__root;D__Bacteria;P__Actinobacteriota;C__Actinobacteria;O__Corynebacteriales	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;;	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales			Corynebacteriales (taxid 43342)
F	43343	Corynebacteriaceae	R__root;D__Bacteria;P__Actinobacteriota;C__Actinobacteria;O__Corynebacteriales;F__Corynebacteriaceae	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae		Corynebacteriaceae (taxid 43343)
G	43344	Corynebacterium	R__root;D__Bacteria;P__Actinobacteriota;C__Actinobacteria;O__Corynebacteriales;F__Corynebacteriaceae;G__Corynebacterium	Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium (taxid 43344)
O	43325	Bifidobacteriales	R__root;D__Bacteria;P__Actinobacteriota;C__Actinobacteria;O__Bifidobacteriales	Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;;	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales			Bifidobacteriales (taxid 43325)
F	43326	Bifidobacteriaceae	R__root;D__Bacteria;P__Actinobacteriota;C__Actinobacteria;O__Bifidobacteriales;F__Bifidobacteriaceae	Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae		Bifidobacteriaceae (taxid 43326)
G	43329	Bifidobacterium	R__root;D__Bacteria;P__Actinobacteriota;C__Actinobacteria;O__Bifidobacteriales;F__Bifidobacteriaceae;G__Bifidobacterium	Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium (taxid 43329)
O	43416	Micrococcales	R__root;D__Bacteria;P__Actinobacteriota;C__Actinobacteria;O__Micrococcales	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;;	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales			Micrococcales (taxid 43416)
F	43426	Brevibacteriaceae	R__root;D__Bacteria;P__Actinobacteriota;C__Actinobacteria;O__Micrococcales;F__Brevibacteriaceae	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae		Brevibacteriaceae (taxid 43426)
G	43427	Brevibacterium	R__root;D__Bacteria;P__Actinobacteriota;C__Actinobacteria;O__Micrococcales;F__Brevibacteriaceae;G__Brevibacterium	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium (taxid 43427)
C	43805	Thermoleophilia	R__root;D__Bacteria;P__Actinobacteriota;C__Thermoleophilia	Bacteria;Actinobacteriota;Thermoleophilia;;;	Bacteria	Actinobacteriota	Thermoleophilia				Thermoleophilia (taxid 43805)
O	43810	Solirubrobacterales	R__root;D__Bacteria;P__Actinobacteriota;C__Thermoleophilia;O__Solirubrobacterales	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;;	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales			Solirubrobacterales (taxid 43810)
